Station Name,Time Period,Avg Daily Entries_x,Date,Avg. Daily Rides,City,State,Line,Time Category,Quarter,Metro Lines,Weekday/Weekend,Service Hours,Average fare_x,Avg Daily Tapped Entries_y,Avg Daily NonTap Entries_y,Avg Daily Entries_y,Average fare_y,Total Expected Revenue_y,Actual Revenue_y,Revenue loss_y,Paying Riders_y,Non Paying Riders_y
Navy Yard-Ballpark,PM Peak,3.6K,45630,3600, WASHINGTON, DC,green,PM Peak Hours,4th Qtr,Green Line ,Weekday,3pm-7pm,2.4,3463,103,3566,2.4,8558.4,8311.2,247.2,0.971116096,0.028883904
Navy Yard-Ballpark,Midday,1.4K,45630,1400, WASHINGTON, DC,green,Midday,4th Qtr,Green Line ,Weekday,9:30am-3pm,2.4,1395,45,1440,2.4,3456,3348,108,0.96875,0.03125
Navy Yard-Ballpark,AM Peak,2.3K,45630,2300, WASHINGTON, DC,green,AM Peak Hours,4th Qtr,Green Line ,Weekday,Open-9:30am,2.4,2209,42,2251,2.4,5402.4,5301.6,100.8,0.981341626,0.018658374
Navy Yard-Ballpark,Late Night,0.1K,45647,100, WASHINGTON, DC,green,Late Night,4th Qtr,Green Line ,Weekend,12am-Close,2.4,52,7,59,2.4,141.6,124.8,16.8,0.881355932,0.118644068
Navy Yard-Ballpark,Evening,0.7K,45647,700, WASHINGTON, DC,green,Evening,4th Qtr,Green Line ,Weekend,7pm-12am,2.4,680,24,704,2.4,1689.6,1632,57.6,0.965909091,0.034090909
Navy Yard-Ballpark,PM Peak,1.1K,45647,1100, WASHINGTON, DC,green,PM Peak Hours,4th Qtr,Green Line ,Weekend,3pm-7pm,2.4,1081,43,1124,2.4,2697.6,2594.4,103.2,0.961743772,0.038256228
Navy Yard-Ballpark,Midday,1.5K,45647,1500, WASHINGTON, DC,green,Midday,4th Qtr,Green Line ,Weekend,9:30am-3pm,2.4,1440,55,1495,2.4,3588,3456,132,0.963210702,0.036789298
Navy Yard-Ballpark,AM Peak,0.3K,45647,300, WASHINGTON, DC,green,AM Peak Hours,4th Qtr,Green Line ,Weekend,Open-9:30am,2.4,262,9,271,2.4,650.4,628.8,21.6,0.966789668,0.033210332
Navy Yard-Ballpark,Late Night,0.0K,45448,0, WASHINGTON, DC,green,Late Night,2nd Qtr,Green Line ,Weekday,12am-Close,2.4,4,0,4,2.4,9.6,9.6,0,1,0
Navy Yard-Ballpark,Evening,4.1K,45448,4100, WASHINGTON, DC,green,Evening,2nd Qtr,Green Line ,Weekday,7pm-12am,2.4,4031,77,4108,2.4,9859.2,9674.4,184.8,0.981256086,0.018743914
Navy Yard-Ballpark,PM Peak,4.1K,45448,4100, WASHINGTON, DC,green,PM Peak Hours,2nd Qtr,Green Line ,Weekday,3pm-7pm,2.4,4011,92,4103,2.4,9847.2,9626.4,220.8,0.977577382,0.022422618
Navy Yard-Ballpark,Midday,1.4K,45448,1400, WASHINGTON, DC,green,Midday,2nd Qtr,Green Line ,Weekday,9:30am-3pm,2.4,1399,29,1428,2.4,3427.2,3357.6,69.6,0.979691877,0.020308123
Navy Yard-Ballpark,AM Peak,2.2K,45448,2200, WASHINGTON, DC,green,AM Peak Hours,2nd Qtr,Green Line ,Weekday,Open-9:30am,2.4,2150,33,2183,2.4,5239.2,5160,79.2,0.984883188,0.015116812
Navy Yard-Ballpark,Late Night,0.3K,45458,300, WASHINGTON, DC,green,Late Night,2nd Qtr,Green Line ,Weekend,12am-Close,2.4,252,8,260,2.4,624,604.8,19.2,0.969230769,0.030769231
Navy Yard-Ballpark,Evening,8.9K,45458,8900, WASHINGTON, DC,green,Evening,2nd Qtr,Green Line ,Weekend,7pm-12am,2.4,8737,142,8879,2.4,21309.6,20968.8,340.8,0.984007208,0.015992792
Navy Yard-Ballpark,PM Peak,7.4K,45458,7400, WASHINGTON, DC,green,PM Peak Hours,2nd Qtr,Green Line ,Weekend,3pm-7pm,2.4,7279,104,7383,2.4,17719.2,17469.6,249.6,0.985913585,0.014086415
Navy Yard-Ballpark,Midday,1.8K,45458,1800, WASHINGTON, DC,green,Midday,2nd Qtr,Green Line ,Weekend,9:30am-3pm,2.4,1777,44,1821,2.4,4370.4,4264.8,105.6,0.975837452,0.024162548
Navy Yard-Ballpark,AM Peak,0.3K,45458,300, WASHINGTON, DC,green,AM Peak Hours,2nd Qtr,Green Line ,Weekend,Open-9:30am,2.4,325,13,338,2.4,811.2,780,31.2,0.961538462,0.038461538
Navy Yard-Ballpark,Late Night,0.0K,45357,0, WASHINGTON, DC,green,Late Night,1st Qtr,Green Line ,Weekday,12am-Close,2.4,14,0,14,2.4,33.6,33.6,0,1,0
Navy Yard-Ballpark,Evening,0.9K,45357,900, WASHINGTON, DC,green,Evening,1st Qtr,Green Line ,Weekday,7pm-12am,2.4,828,26,854,2.4,2049.6,1987.2,62.4,0.97,0.03
Navy Yard-Ballpark,PM Peak,3.3K,45357,3300, WASHINGTON, DC,green,PM Peak Hours,1st Qtr,Green Line ,Weekday,3pm-7pm,2.4,3277,66,3343,2.4,8023.2,7864.8,158.4,0.98,0.02
Navy Yard-Ballpark,Midday,1.3K,45357,1300, WASHINGTON, DC,green,Midday,1st Qtr,Green Line ,Weekday,9:30am-3pm,2.4,1295,36,1331,2.4,3194.4,3108,86.4,0.97,0.03
Navy Yard-Ballpark,AM Peak,2.1K,45357,2100, WASHINGTON, DC,green,AM Peak Hours,1st Qtr,Green Line ,Weekday,Open-9:30am,2.4,2030,24,2054,2.4,4929.6,4872,57.6,0.99,0.01
Navy Yard-Ballpark,Late Night,0.1K,45374,100, WASHINGTON, DC,green,Late Night,1st Qtr,Green Line ,Weekend,12am-Close,2.4,118,4,122,2.4,292.8,283.2,9.6,0.967213115,0.032786885
Navy Yard-Ballpark,Evening,3.9K,45374,3900, WASHINGTON, DC,green,Evening,1st Qtr,Green Line ,Weekend,7pm-12am,2.4,3844,42,3886,2.4,9326.4,9225.6,100.8,0.989191971,0.010808029
Navy Yard-Ballpark,PM Peak,1.6K,45374,1600, WASHINGTON, DC,green,PM Peak Hours,1st Qtr,Green Line ,Weekend,3pm-7pm,2.4,1592,27,1619,2.4,3885.6,3820.8,64.8,0.983323039,0.016676961
Navy Yard-Ballpark,Midday,1.7K,45374,1700, WASHINGTON, DC,green,Midday,1st Qtr,Green Line ,Weekend,9:30am-3pm,2.4,1676,26,1702,2.4,4084.8,4022.4,62.4,0.984723854,0.015276146
Navy Yard-Ballpark,AM Peak,0.2K,45374,200, WASHINGTON, DC,green,AM Peak Hours,1st Qtr,Green Line ,Weekend,Open-9:30am,2.4,193,7,200,2.4,480,463.2,16.8,0.965,0.035
Navy Yard-Ballpark,Late Night,0.0K,45539,0, WASHINGTON, DC,green,Late Night,3rd Qtr,Green Line ,Weekday,12am-Close,2.4,16,0,16,2.4,38.4,38.4,0,1,0
Navy Yard-Ballpark,Evening,1.0K,45539,1000, WASHINGTON, DC,green,Evening,3rd Qtr,Green Line ,Weekday,7pm-12am,2.4,928,30,958,2.4,2299.2,2227.2,72,0.96868476,0.03131524
Navy Yard-Ballpark,PM Peak,3.3K,45539,3300, WASHINGTON, DC,green,PM Peak Hours,3rd Qtr,Green Line ,Weekday,3pm-7pm,2.4,3217,48,3265,2.4,7836,7720.8,115.2,0.985298622,0.014701378
Navy Yard-Ballpark,Midday,1.4K,45539,1400, WASHINGTON, DC,green,Midday,3rd Qtr,Green Line ,Weekday,9:30am-3pm,2.4,1377,25,1402,2.4,3364.8,3304.8,60,0.982168331,0.017831669
Navy Yard-Ballpark,AM Peak,2.1K,45539,2100, WASHINGTON, DC,green,AM Peak Hours,3rd Qtr,Green Line ,Weekday,Open-9:30am,2.4,2068,32,2100,2.4,5040,4963.2,76.8,0.984761905,0.015238095
Navy Yard-Ballpark,Late Night,0.3K,45556,300, WASHINGTON, DC,green,Late Night,3rd Qtr,Green Line ,Weekend,12am-Close,2.4,259,14,273,2.4,655.2,621.6,33.6,0.948717949,0.051282051
Navy Yard-Ballpark,Evening,9.7K,45556,9700, WASHINGTON, DC,green,Evening,3rd Qtr,Green Line ,Weekend,7pm-12am,2.4,9430,302,9732,2.4,23356.8,22632,724.8,0.968968352,0.031031648
Navy Yard-Ballpark,PM Peak,2.4K,45556,2400, WASHINGTON, DC,green,PM Peak Hours,3rd Qtr,Green Line ,Weekend,3pm-7pm,2.4,2346,69,2415,2.4,5796,5630.4,165.6,0.971428571,0.028571429
Navy Yard-Ballpark,Midday,2.0K,45556,2000, WASHINGTON, DC,green,Midday,3rd Qtr,Green Line ,Weekend,9:30am-3pm,2.4,1935,79,2014,2.4,4833.6,4644,189.6,0.960774578,0.039225422
Navy Yard-Ballpark,AM Peak,0.4K,45556,400, WASHINGTON, DC,green,AM Peak Hours,3rd Qtr,Green Line ,Weekend,Open-9:30am,2.4,349,12,361,2.4,866.4,837.6,28.8,0.966759003,0.033240997
Naylor Road,Late Night,0.0K,45630,0, TEMPLE HILLS, MD,green,Late Night,4th Qtr,Green Line ,Weekday,12am-Close,2.4,2,0,2,2.4,4.8,4.8,0,1,0
Naylor Road,Evening,0.1K,45630,100, TEMPLE HILLS, MD,green,Evening,4th Qtr,Green Line ,Weekday,7pm-12am,2.4,68,2,70,2.4,168,163.2,4.8,0.971428571,0.028571429
Naylor Road,PM Peak,0.2K,45630,200, TEMPLE HILLS, MD,green,PM Peak Hours,4th Qtr,Green Line ,Weekday,3pm-7pm,2.4,145,9,154,2.4,369.6,348,21.6,0.941558442,0.058441558
Naylor Road,Midday,0.3K,45630,300, TEMPLE HILLS, MD,green,Midday,4th Qtr,Green Line ,Weekday,9:30am-3pm,2.4,262,8,270,2.4,648,628.8,19.2,0.97037037,0.02962963
Naylor Road,AM Peak,0.9K,45630,900, TEMPLE HILLS, MD,green,AM Peak Hours,4th Qtr,Green Line ,Weekday,Open-9:30am,2.4,859,40,899,2.4,2157.6,2061.6,96,0.955506118,0.044493882
Naylor Road,Late Night,0.0K,45647,0, TEMPLE HILLS, MD,green,Late Night,4th Qtr,Green Line ,Weekend,12am-Close,2.4,4,0,4,2.4,9.6,9.6,0,1,0
Naylor Road,Evening,0.1K,45647,100, TEMPLE HILLS, MD,green,Evening,4th Qtr,Green Line ,Weekend,7pm-12am,2.4,53,4,57,2.4,136.8,127.2,9.6,0.929824561,0.070175439
Naylor Road,PM Peak,0.1K,45647,100, TEMPLE HILLS, MD,green,PM Peak Hours,4th Qtr,Green Line ,Weekend,3pm-7pm,2.4,120,4,124,2.4,297.6,288,9.6,0.967741935,0.032258065
Naylor Road,Midday,0.2K,45647,200, TEMPLE HILLS, MD,green,Midday,4th Qtr,Green Line ,Weekend,9:30am-3pm,2.4,236,5,241,2.4,578.4,566.4,12,0.979253112,0.020746888
Naylor Road,AM Peak,0.1K,45647,100, TEMPLE HILLS, MD,green,AM Peak Hours,4th Qtr,Green Line ,Weekend,Open-9:30am,2.4,136,4,140,2.4,336,326.4,9.6,0.971428571,0.028571429
Naylor Road,Late Night,0.0K,45448,0, TEMPLE HILLS, MD,green,Late Night,2nd Qtr,Green Line ,Weekday,12am-Close,2.4,1,0,1,2.4,2.4,2.4,0,1,0
Naylor Road,Evening,0.1K,45448,100, TEMPLE HILLS, MD,green,Evening,2nd Qtr,Green Line ,Weekday,7pm-12am,2.4,99,0,99,2.4,237.6,237.6,0,1,0
Naylor Road,PM Peak,0.2K,45448,200, TEMPLE HILLS, MD,green,PM Peak Hours,2nd Qtr,Green Line ,Weekday,3pm-7pm,2.4,158,9,167,2.4,400.8,379.2,21.6,0.946107784,0.053892216
Naylor Road,Midday,0.4K,45448,400, TEMPLE HILLS, MD,green,Midday,2nd Qtr,Green Line ,Weekday,9:30am-3pm,2.4,353,6,359,2.4,861.6,847.2,14.4,0.983286908,0.016713092
Naylor Road,AM Peak,0.9K,45448,900, TEMPLE HILLS, MD,green,AM Peak Hours,2nd Qtr,Green Line ,Weekday,Open-9:30am,2.4,903,23,926,2.4,2222.4,2167.2,55.2,0.975161987,0.024838013
Naylor Road,Late Night,0.0K,45458,0, TEMPLE HILLS, MD,green,Late Night,2nd Qtr,Green Line ,Weekend,12am-Close,2.4,6,0,6,2.4,14.4,14.4,0,1,0
Naylor Road,Evening,0.1K,45458,100, TEMPLE HILLS, MD,green,Evening,2nd Qtr,Green Line ,Weekend,7pm-12am,2.4,119,2,121,2.4,290.4,285.6,4.8,0.983471074,0.016528926
Naylor Road,PM Peak,0.2K,45458,200, TEMPLE HILLS, MD,green,PM Peak Hours,2nd Qtr,Green Line ,Weekend,3pm-7pm,2.4,163,4,167,2.4,400.8,391.2,9.6,0.976047904,0.023952096
Naylor Road,Midday,0.3K,45458,300, TEMPLE HILLS, MD,green,Midday,2nd Qtr,Green Line ,Weekend,9:30am-3pm,2.4,290,13,303,2.4,727.2,696,31.2,0.95709571,0.04290429
Naylor Road,AM Peak,0.2K,45458,200, TEMPLE HILLS, MD,green,AM Peak Hours,2nd Qtr,Green Line ,Weekend,Open-9:30am,2.4,167,12,179,2.4,429.6,400.8,28.8,0.932960894,0.067039106
Naylor Road,Late Night,0.0K,45357,0, TEMPLE HILLS, MD,green,Late Night,1st Qtr,Green Line ,Weekday,12am-Close,2.4,4,2,6,2.4,14.4,9.6,4.8,0.67,0.33
Naylor Road,Evening,0.1K,45357,100, TEMPLE HILLS, MD,green,Evening,1st Qtr,Green Line ,Weekday,7pm-12am,2.4,70,65,135,2.4,324,168,156,0.52,0.48
Naylor Road,PM Peak,0.2K,45357,200, TEMPLE HILLS, MD,green,PM Peak Hours,1st Qtr,Green Line ,Weekday,3pm-7pm,2.4,118,93,211,2.4,506.4,283.2,223.2,0.56,0.44
Naylor Road,Midday,0.4K,45357,400, TEMPLE HILLS, MD,green,Midday,1st Qtr,Green Line ,Weekday,9:30am-3pm,2.4,230,136,366,2.4,878.4,552,326.4,0.63,0.37
Naylor Road,AM Peak,0.9K,45357,900, TEMPLE HILLS, MD,green,AM Peak Hours,1st Qtr,Green Line ,Weekday,Open-9:30am,2.4,691,211,902,2.4,2164.8,1658.4,506.4,0.77,0.23
Naylor Road,Late Night,0.0K,45374,0, TEMPLE HILLS, MD,green,Late Night,1st Qtr,Green Line ,Weekend,12am-Close,2.4,2,1,3,2.4,7.2,4.8,2.4,0.666666667,0.333333333
Naylor Road,Evening,0.1K,45374,100, TEMPLE HILLS, MD,green,Evening,1st Qtr,Green Line ,Weekend,7pm-12am,2.4,55,81,136,2.4,326.4,132,194.4,0.404411765,0.595588235
Naylor Road,PM Peak,0.2K,45374,200, TEMPLE HILLS, MD,green,PM Peak Hours,1st Qtr,Green Line ,Weekend,3pm-7pm,2.4,106,96,202,2.4,484.8,254.4,230.4,0.524752475,0.475247525
Naylor Road,Midday,0.2K,45374,200, TEMPLE HILLS, MD,green,Midday,1st Qtr,Green Line ,Weekend,9:30am-3pm,2.4,147,92,239,2.4,573.6,352.8,220.8,0.615062762,0.384937238
Naylor Road,AM Peak,0.1K,45374,100, TEMPLE HILLS, MD,green,AM Peak Hours,1st Qtr,Green Line ,Weekend,Open-9:30am,2.4,98,36,134,2.4,321.6,235.2,86.4,0.731343284,0.268656716
Naylor Road,Late Night,0.0K,45539,0, TEMPLE HILLS, MD,green,Late Night,3rd Qtr,Green Line ,Weekday,12am-Close,2.4,2,0,2,2.4,4.8,4.8,0,1,0
Naylor Road,Evening,0.1K,45539,100, TEMPLE HILLS, MD,green,Evening,3rd Qtr,Green Line ,Weekday,7pm-12am,2.4,91,6,97,2.4,232.8,218.4,14.4,0.93814433,0.06185567
Naylor Road,PM Peak,0.2K,45539,200, TEMPLE HILLS, MD,green,PM Peak Hours,3rd Qtr,Green Line ,Weekday,3pm-7pm,2.4,179,8,187,2.4,448.8,429.6,19.2,0.957219251,0.042780749
Naylor Road,Midday,0.3K,45539,300, TEMPLE HILLS, MD,green,Midday,3rd Qtr,Green Line ,Weekday,9:30am-3pm,2.4,332,6,338,2.4,811.2,796.8,14.4,0.982248521,0.017751479
Naylor Road,AM Peak,0.9K,45539,900, TEMPLE HILLS, MD,green,AM Peak Hours,3rd Qtr,Green Line ,Weekday,Open-9:30am,2.4,911,32,943,2.4,2263.2,2186.4,76.8,0.966065748,0.033934252
Naylor Road,Late Night,0.0K,45556,0, TEMPLE HILLS, MD,green,Late Night,3rd Qtr,Green Line ,Weekend,12am-Close,2.4,15,0,15,2.4,36,36,0,1,0
Naylor Road,Evening,0.1K,45556,100, TEMPLE HILLS, MD,green,Evening,3rd Qtr,Green Line ,Weekend,7pm-12am,2.4,71,2,73,2.4,175.2,170.4,4.8,0.97260274,0.02739726
Naylor Road,PM Peak,0.2K,45556,200, TEMPLE HILLS, MD,green,PM Peak Hours,3rd Qtr,Green Line ,Weekend,3pm-7pm,2.4,179,12,191,2.4,458.4,429.6,28.8,0.937172775,0.062827225
Naylor Road,Midday,0.3K,45556,300, TEMPLE HILLS, MD,green,Midday,3rd Qtr,Green Line ,Weekend,9:30am-3pm,2.4,289,12,301,2.4,722.4,693.6,28.8,0.96013289,0.03986711
Naylor Road,AM Peak,0.2K,45556,200, TEMPLE HILLS, MD,green,AM Peak Hours,3rd Qtr,Green Line ,Weekend,Open-9:30am,2.4,169,2,171,2.4,410.4,405.6,4.8,0.988304094,0.011695906
New Carrollton,Late Night,0.0K,45630,0, NEW CARROLLTON, MD,orange,Late Night,4th Qtr,Orange Line ,Weekday,12am-Close,2.4,5,0,5,2.4,12,12,0,1,0
New Carrollton,Evening,0.2K,45630,200, NEW CARROLLTON, MD,orange,Evening,4th Qtr,Orange Line ,Weekday,7pm-12am,2.4,142,14,156,2.4,374.4,340.8,33.6,0.91025641,0.08974359
New Carrollton,PM Peak,0.5K,45630,500, NEW CARROLLTON, MD,orange,PM Peak Hours,4th Qtr,Orange Line ,Weekday,3pm-7pm,2.4,518,17,535,2.4,1284,1243.2,40.8,0.968224299,0.031775701
New Carrollton,Midday,0.8K,45630,800, NEW CARROLLTON, MD,orange,Midday,4th Qtr,Orange Line ,Weekday,9:30am-3pm,2.4,733,24,757,2.4,1816.8,1759.2,57.6,0.968295905,0.031704095
New Carrollton,AM Peak,2.4K,45630,2400, NEW CARROLLTON, MD,orange,AM Peak Hours,4th Qtr,Orange Line ,Weekday,Open-9:30am,2.4,2372,68,2440,2.4,5856,5692.8,163.2,0.972131148,0.027868852
New Carrollton,Late Night,0.0K,45647,0, NEW CARROLLTON, MD,orange,Late Night,4th Qtr,Orange Line ,Weekend,12am-Close,2.4,14,1,15,2.4,36,33.6,2.4,0.933333333,0.066666667
New Carrollton,Evening,0.1K,45647,100, NEW CARROLLTON, MD,orange,Evening,4th Qtr,Orange Line ,Weekend,7pm-12am,2.4,133,7,140,2.4,336,319.2,16.8,0.95,0.05
New Carrollton,PM Peak,0.3K,45647,300, NEW CARROLLTON, MD,orange,PM Peak Hours,4th Qtr,Orange Line ,Weekend,3pm-7pm,2.4,299,16,315,2.4,756,717.6,38.4,0.949206349,0.050793651
New Carrollton,Midday,0.6K,45647,600, NEW CARROLLTON, MD,orange,Midday,4th Qtr,Orange Line ,Weekend,9:30am-3pm,2.4,565,30,595,2.4,1428,1356,72,0.949579832,0.050420168
New Carrollton,AM Peak,0.2K,45647,200, NEW CARROLLTON, MD,orange,AM Peak Hours,4th Qtr,Orange Line ,Weekend,Open-9:30am,2.4,215,4,219,2.4,525.6,516,9.6,0.98173516,0.01826484
New Carrollton,Late Night,0.0K,45448,0, NEW CARROLLTON, MD,orange,Late Night,2nd Qtr,Orange Line ,Weekday,12am-Close,2.4,4,0,4,2.4,9.6,9.6,0,1,0
New Carrollton,Evening,0.2K,45448,200, NEW CARROLLTON, MD,orange,Evening,2nd Qtr,Orange Line ,Weekday,7pm-12am,2.4,172,5,177,2.4,424.8,412.8,12,0.971751412,0.028248588
New Carrollton,PM Peak,0.6K,45448,600, NEW CARROLLTON, MD,orange,PM Peak Hours,2nd Qtr,Orange Line ,Weekday,3pm-7pm,2.4,596,13,609,2.4,1461.6,1430.4,31.2,0.97865353,0.02134647
New Carrollton,Midday,0.9K,45448,900, NEW CARROLLTON, MD,orange,Midday,2nd Qtr,Orange Line ,Weekday,9:30am-3pm,2.4,837,29,866,2.4,2078.4,2008.8,69.6,0.966512702,0.033487298
New Carrollton,AM Peak,2.5K,45448,2500, NEW CARROLLTON, MD,orange,AM Peak Hours,2nd Qtr,Orange Line ,Weekday,Open-9:30am,2.4,2514,33,2547,2.4,6112.8,6033.6,79.2,0.987043581,0.012956419
New Carrollton,Late Night,0.0K,45458,0, NEW CARROLLTON, MD,orange,Late Night,2nd Qtr,Orange Line ,Weekend,12am-Close,2.4,11,1,12,2.4,28.8,26.4,2.4,0.916666667,0.083333333
New Carrollton,Evening,0.2K,45458,200, NEW CARROLLTON, MD,orange,Evening,2nd Qtr,Orange Line ,Weekend,7pm-12am,2.4,169,9,178,2.4,427.2,405.6,21.6,0.949438202,0.050561798
New Carrollton,PM Peak,0.5K,45458,500, NEW CARROLLTON, MD,orange,PM Peak Hours,2nd Qtr,Orange Line ,Weekend,3pm-7pm,2.4,452,11,463,2.4,1111.2,1084.8,26.4,0.976241901,0.023758099
New Carrollton,Midday,0.9K,45458,900, NEW CARROLLTON, MD,orange,Midday,2nd Qtr,Orange Line ,Weekend,9:30am-3pm,2.4,893,15,908,2.4,2179.2,2143.2,36,0.983480176,0.016519824
New Carrollton,AM Peak,0.4K,45458,400, NEW CARROLLTON, MD,orange,AM Peak Hours,2nd Qtr,Orange Line ,Weekend,Open-9:30am,2.4,362,9,371,2.4,890.4,868.8,21.6,0.97574124,0.02425876
New Carrollton,Late Night,0.0K,45357,0, NEW CARROLLTON, MD,orange,Late Night,1st Qtr,Orange Line ,Weekday,12am-Close,2.4,8,6,14,2.4,33.6,19.2,14.4,0.57,0.43
New Carrollton,Evening,0.2K,45357,200, NEW CARROLLTON, MD,orange,Evening,1st Qtr,Orange Line ,Weekday,7pm-12am,2.4,129,85,214,2.4,513.6,309.6,204,0.6,0.4
New Carrollton,PM Peak,0.6K,45357,600, NEW CARROLLTON, MD,orange,PM Peak Hours,1st Qtr,Orange Line ,Weekday,3pm-7pm,2.4,472,96,568,2.4,1363.2,1132.8,230.4,0.83,0.17
New Carrollton,Midday,0.7K,45357,700, NEW CARROLLTON, MD,orange,Midday,1st Qtr,Orange Line ,Weekday,9:30am-3pm,2.4,576,114,690,2.4,1656,1382.4,273.6,0.83,0.17
New Carrollton,AM Peak,2.2K,45357,2200, NEW CARROLLTON, MD,orange,AM Peak Hours,1st Qtr,Orange Line ,Weekday,Open-9:30am,2.4,2044,153,2197,2.4,5272.8,4905.6,367.2,0.93,0.07
New Carrollton,Late Night,0.0K,45374,0, NEW CARROLLTON, MD,orange,Late Night,1st Qtr,Orange Line ,Weekend,12am-Close,2.4,6,6,12,2.4,28.8,14.4,14.4,0.5,0.5
New Carrollton,Evening,0.2K,45374,200, NEW CARROLLTON, MD,orange,Evening,1st Qtr,Orange Line ,Weekend,7pm-12am,2.4,145,60,205,2.4,492,348,144,0.707317073,0.292682927
New Carrollton,PM Peak,0.4K,45374,400, NEW CARROLLTON, MD,orange,PM Peak Hours,1st Qtr,Orange Line ,Weekend,3pm-7pm,2.4,325,55,380,2.4,912,780,132,0.855263158,0.144736842
New Carrollton,Midday,0.7K,45374,700, NEW CARROLLTON, MD,orange,Midday,1st Qtr,Orange Line ,Weekend,9:30am-3pm,2.4,596,87,683,2.4,1639.2,1430.4,208.8,0.872620791,0.127379209
New Carrollton,AM Peak,0.3K,45374,300, NEW CARROLLTON, MD,orange,AM Peak Hours,1st Qtr,Orange Line ,Weekend,Open-9:30am,2.4,281,39,320,2.4,768,674.4,93.6,0.878125,0.121875
New Carrollton,Late Night,0.0K,45539,0, NEW CARROLLTON, MD,orange,Late Night,3rd Qtr,Orange Line ,Weekday,12am-Close,2.4,20,1,21,2.4,50.4,48,2.4,0.952380952,0.047619048
New Carrollton,Evening,0.2K,45539,200, NEW CARROLLTON, MD,orange,Evening,3rd Qtr,Orange Line ,Weekday,7pm-12am,2.4,172,4,176,2.4,422.4,412.8,9.6,0.977272727,0.022727273
New Carrollton,PM Peak,0.6K,45539,600, NEW CARROLLTON, MD,orange,PM Peak Hours,3rd Qtr,Orange Line ,Weekday,3pm-7pm,2.4,620,19,639,2.4,1533.6,1488,45.6,0.970266041,0.029733959
New Carrollton,Midday,0.8K,45539,800, NEW CARROLLTON, MD,orange,Midday,3rd Qtr,Orange Line ,Weekday,9:30am-3pm,2.4,807,21,828,2.4,1987.2,1936.8,50.4,0.974637681,0.025362319
New Carrollton,AM Peak,2.4K,45539,2400, NEW CARROLLTON, MD,orange,AM Peak Hours,3rd Qtr,Orange Line ,Weekday,Open-9:30am,2.4,2411,30,2441,2.4,5858.4,5786.4,72,0.987709955,0.012290045
New Carrollton,Late Night,0.0K,45556,0, NEW CARROLLTON, MD,orange,Late Night,3rd Qtr,Orange Line ,Weekend,12am-Close,2.4,2,0,2,2.4,4.8,4.8,0,1,0
New Carrollton,Evening,0.0K,45556,0, NEW CARROLLTON, MD,orange,Evening,3rd Qtr,Orange Line ,Weekend,7pm-12am,2.4,33,0,33,2.4,79.2,79.2,0,1,0
New Carrollton,PM Peak,0.0K,45556,0, NEW CARROLLTON, MD,orange,PM Peak Hours,3rd Qtr,Orange Line ,Weekend,3pm-7pm,2.4,38,1,39,2.4,93.6,91.2,2.4,0.974358974,0.025641026
New Carrollton,Midday,0.1K,45556,100, NEW CARROLLTON, MD,orange,Midday,3rd Qtr,Orange Line ,Weekend,9:30am-3pm,2.4,87,4,91,2.4,218.4,208.8,9.6,0.956043956,0.043956044
New Carrollton,AM Peak,0.1K,45556,100, NEW CARROLLTON, MD,orange,AM Peak Hours,3rd Qtr,Orange Line ,Weekend,Open-9:30am,2.4,49,1,50,2.4,120,117.6,2.4,0.98,0.02
NoMa-Gallaudet U,Late Night,0.0K,45630,0, WASHINGTON, DC,red,Late Night,4th Qtr,Red Line ,Weekday,12am-Close,2.4,12,1,13,2.4,31.2,28.8,2.4,0.923076923,0.076923077
NoMa-Gallaudet U,Evening,1.2K,45630,1200, WASHINGTON, DC,red,Evening,4th Qtr,Red Line ,Weekday,7pm-12am,2.4,1206,43,1249,2.4,2997.6,2894.4,103.2,0.965572458,0.034427542
NoMa-Gallaudet U,PM Peak,4.5K,45630,4500, WASHINGTON, DC,red,PM Peak Hours,4th Qtr,Red Line ,Weekday,3pm-7pm,2.4,4356,159,4515,2.4,10836,10454.4,381.6,0.964784053,0.035215947
NoMa-Gallaudet U,Midday,2.5K,45630,2500, WASHINGTON, DC,red,Midday,4th Qtr,Red Line ,Weekday,9:30am-3pm,2.4,2445,95,2540,2.4,6096,5868,228,0.962598425,0.037401575
NoMa-Gallaudet U,AM Peak,4.2K,45630,4200, WASHINGTON, DC,red,AM Peak Hours,4th Qtr,Red Line ,Weekday,Open-9:30am,2.4,4116,91,4207,2.4,10096.8,9878.4,218.4,0.978369384,0.021630616
NoMa-Gallaudet U,Late Night,0.1K,45647,100, WASHINGTON, DC,red,Late Night,4th Qtr,Red Line ,Weekend,12am-Close,2.4,96,6,102,2.4,244.8,230.4,14.4,0.941176471,0.058823529
NoMa-Gallaudet U,Evening,0.8K,45647,800, WASHINGTON, DC,red,Evening,4th Qtr,Red Line ,Weekend,7pm-12am,2.4,804,31,835,2.4,2004,1929.6,74.4,0.962874251,0.037125749
NoMa-Gallaudet U,PM Peak,1.9K,45647,1900, WASHINGTON, DC,red,PM Peak Hours,4th Qtr,Red Line ,Weekend,3pm-7pm,2.4,1809,61,1870,2.4,4488,4341.6,146.4,0.967379679,0.032620321
